,0,1
18883,"['whit', 'mexica', 'aquarius', 'mnt.', 'almond', 'roasted', 'thrive', '20oz*']","['O', 'O', 'B-BRA', 'O', 'B-FLA', 'I-FLA', 'O', 'O']"
18884,"['cmb', 'honey', 'toronja', 'w/coffee', 'ale&']","['O', 'B-FLA', 'O', 'O', 'O']"
18885,"['oronamin', 'c', 'drink', 'pomegranate', 'cherry', 'bx']","['B-BRA', 'I-BRA', 'I-BRA', 'B-FLA', 'I-FLA', 'O']"
18886,"['beat', 'illumina', 'vernors', 'add-on']","['B-BRA', 'O', 'B-BRA', 'O']"
18887,"['gingerbread', 'sodastream']","['B-FLA', 'B-BRA']"
18888,"['dew20oz', 'coke', 'pomegranate', 'acai', '17.7o', 'ake']","['O', 'B-BRA', 'B-FLA', 'I-FLA', 'O', 'O']"
18889,"['club', 'ameyal', 'three', 'harvey']","['O', 'B-BRA', 'O', 'O']"
18890,"['moxie', 'spearmint', 'gefen', 'strt']","['B-BRA', 'B-FLA', 'O', 'O']"
18891,"['caramelized', 'butter', 'frt']","['B-FLA', 'I-FLA', 'O']"
18892,"['tab', 'berry', 'blue', '24/1', 'currant', 'black', 'especial']","['B-BRA', 'B-FLA', 'I-FLA', 'O', 'B-FLA', 'I-FLA', 'O']"
18893,"['.75', 'amp', 'energy', 'pear', 'prickly', 'gla', 'mr.', 'pibb', 'smores', 'cmb', 'zeropepsi']","['O', 'B-BRA', 'I-BRA', 'B-FLA', 'I-FLA', 'O', 'B-BRA', 'I-BRA', 'B-FLA', 'O', 'O']"
18894,"['caramelized', 'butter', 'coke.', 'gini']","['B-FLA', 'I-FLA', 'O', 'B-BRA']"
18895,"['fantas', 'midnigh', 'vanilla', '(various)', 'dejablue']","['B-BRA', 'O', 'B-FLA', 'I-FLA', 'O']"
18896,"['peps', 'canada', 'dry', 'corn', 'peach', 'mango', 'dr-pepper']","['O', 'B-BRA', 'I-BRA', 'B-FLA', 'B-FLA', 'I-FLA', 'O']"
18897,"['cheese12oz', 'lemongrass', 'bvc-vernors', 'simple', 'surge', 'refresco']","['O', 'B-FLA', 'O', 'O', 'B-BRA', 'O']"
18898,"['match', 'venom', 'energy', 'calssic', 'frescolita', 'amaretto', 'zgatorade']","['O', 'B-BRA', 'I-BRA', 'O', 'B-BRA', 'B-FLA', 'O']"
18899,"['housemade', 'sprite', 'barrelhead', 'root', 'beer', 'vanilla', 'butter', '33.8oz']","['O', 'B-BRA', 'B-BRA', 'I-BRA', 'I-BRA', 'B-FLA', 'I-FLA', 'O']"
18900,"['breckenridge', 'rc', 'cola', 'coze', 'cokecoffeevanilla', 'kiwi', 'strawberry', '.335ml']","['O', 'B-BRA', 'I-BRA', 'O', 'O', 'B-FLA', 'I-FLA', 'O']"
18901,"['mug', ""bvc-zbarq's"", ""stewart's"", 'fountain', 'classics', 'nsu', 'cheerwine', 'sprite4', '$2.49']","['O', 'O', 'B-BRA', 'I-BRA', 'I-BRA', 'O', 'B-BRA', 'O', 'O']"
18902,"['0z.', 'sosyo', 'cv', 'caramel', 'butter', 'gourmet', '20oznew']","['O', 'B-BRA', 'O', 'B-FLA', 'I-FLA', 'O', 'O']"
18903,"['lay', 'limca']","['O', 'B-BRA']"
18904,"['fanta', 'chocolate', 'white', 'f&l', '$1.72', 'apricot', 'peach']","['B-BRA', 'B-FLA', 'I-FLA', 'O', 'O', 'B-FLA', 'I-FLA']"
18905,"['-can', 'sodas', 'punch', 'island', '19.9oz', 'olde', 'dasani']","['O', 'O', 'B-FLA', 'I-FLA', 'O', 'O', 'B-BRA']"
18906,"['black', 'raspberry', 'floats']","['B-FLA', 'I-FLA', 'B-BRA']"
18907,"['tax', 'a&w', 'cream', 'soda', 'butter', 'vanilla', 'pepper12', 'code', 'graham', 'marshmallow', 'oz2ginger']","['O', 'B-BRA', 'I-BRA', 'I-BRA', 'B-FLA', 'I-FLA', 'O', 'O', 'B-FLA', 'I-FLA', 'O']"
18908,"['irn-bru', 'orange', 'flower', 'tayberry', 'creat']","['B-BRA', 'B-FLA', 'I-FLA', 'B-FLA', 'O']"
18909,"['oronamin', 'c', 'drink', 'nut', 'mixed', '.99', 'jarritos', '2liter', 'pkg']","['B-BRA', 'I-BRA', 'I-BRA', 'B-FLA', 'I-FLA', 'O', 'B-BRA', 'O', 'O']"
18910,"['gingerale', '-diet', 'masking', 'sweet', 'sussex', 'golden', 'apple', 'pie']","['O', 'O', 'B-FLA', 'I-FLA', 'B-BRA', 'I-BRA', 'B-FLA', 'I-FLA']"
18911,"['coke-can', 'orangina', 'lemon', 'berry', 'cmb', 'limca', 'cucumber', 'lime', 'seltzer-root']","['O', 'B-BRA', 'B-FLA', 'I-FLA', 'O', 'B-BRA', 'B-FLA', 'I-FLA', 'O']"
18912,"[""canfield's"", 'diet', 'chocolate', 'fudge', 'berry', 'mixed', 'blo', 'draft']","['B-BRA', 'I-BRA', 'I-BRA', 'I-BRA', 'B-FLA', 'I-FLA', 'O', 'O']"
18913,"['3', 'appletiser', 'schepps']","['O', 'B-BRA', 'O']"
18914,"['livewire', 'sidral', 'mundet', 'lemon-lime', 'dew-', 'barrelhead', 'root', 'beer']","['O', 'B-BRA', 'I-BRA', 'B-FLA', 'O', 'B-BRA', 'I-BRA', 'I-BRA']"
18915,"['amp', 'energy', 'mkt-bundaberg', 'qoo', '-caffeine', 'a+w']","['B-BRA', 'I-BRA', 'O', 'B-BRA', 'O', 'O']"
18916,"['bvr', 'rasp.', 'pop1', 'pepsi/', 'barrelhead', 'root', 'beer', 'swire', 'bottletopochico']","['O', 'O', 'O', 'O', 'B-BRA', 'I-BRA', 'I-BRA', 'O', 'O']"
18917,"['tum', '335ml', 'sco', 'ps', 'delaware', 'punch', 'm', 'marg']","['O', 'O', 'O', 'O', 'B-BRA', 'I-BRA', 'O', 'O']"
18918,"['10.00', '2@2.79', 'nehi', 'pie', 'pumpkin', 'cali', 'bottleâ', 'delaware', 'punch', 'coke2']","['O', 'O', 'B-BRA', 'B-FLA', 'I-FLA', 'O', 'O', 'B-BRA', 'I-BRA', 'O']"
18919,"['ppr', 'pepsi', 'crush.', 'december']","['O', 'B-BRA', 'O', 'O']"
18920,"['lemom', 'monster', 'energy', 'cucumber', 'lime', 'lmnd', 'pumpkin', 'cu']","['O', 'B-BRA', 'I-BRA', 'B-FLA', 'I-FLA', 'O', 'B-FLA', 'O']"
18921,"['-coca', 'sesame', 'delivery', 'julmust', 'smores', 'coke355ml']","['O', 'B-FLA', 'O', 'B-BRA', 'B-FLA', 'O']"
18922,"['anise', 'seagrams', 'mr.', 'pibb', 'gose']","['B-FLA', 'O', 'B-BRA', 'I-BRA', 'O']"
18923,"['cola-pepsi', 'sugar-20oz', 'firework', 'ale-8-one', 'main']","['O', 'O', 'O', 'B-BRA', 'O']"
18924,"['manzanita', ""canfield's"", 'diet', 'chocolate', 'fudge', 'nut', 'mixed', 'rt-fanta', 'rc', 'cola']","['O', 'B-BRA', 'I-BRA', 'I-BRA', 'I-BRA', 'B-FLA', 'I-FLA', 'O', 'B-BRA', 'I-BRA']"
18925,"['7', 'up', 'honey', 'tangerine', 'retro', 'honey', 'graham']","['B-BRA', 'I-BRA', 'B-FLA', 'I-FLA', 'O', 'B-FLA', 'I-FLA']"
18926,"['pop-', 'sugar', 'cookie', 'caramelized', 'butter', 'orang']","['O', 'B-FLA', 'I-FLA', 'B-FLA', 'I-FLA', 'O']"
18927,"['chimi', 'kinnie', 'cosmetic', 'wildberry', 'koios']","['O', 'B-BRA', 'O', 'B-FLA', 'O']"
18928,"['table', '6.', 'mug', 'root', 'beer', 'malt', 'various', 'molasses']","['O', 'O', 'B-BRA', 'I-BRA', 'I-BRA', 'B-FLA', 'I-FLA', 'B-FLA']"
18929,"['can-', 'burnt', 'sugar', 'flavored', 'mr.', 'pibb', 'cobbler', 'apple', '7.5oz.']","['O', 'B-FLA', 'I-FLA', 'O', 'B-BRA', 'I-BRA', 'B-FLA', 'I-FLA', 'O']"
18930,"['blast1', 'dream', 'pumpkin', 'spice', 'shacksburry', 'voodo']","['O', 'O', 'B-FLA', 'I-FLA', 'O', 'O']"
18931,"['limited', 'moxie', 'brau', '6o']","['O', 'B-BRA', 'O', 'O']"
18932,"['ale1', 'mug', 'root', 'beer', 'pina', 'colada', 'shine', 'birch', 'fashion', 'india']","['O', 'B-BRA', 'I-BRA', 'I-BRA', 'B-FLA', 'I-FLA', 'O', 'O', 'O', 'O']"
18933,"['orangs', 'toffee', 'english', '20.5oz', 'elder', 'flower', 'schweppesclub']","['O', 'B-FLA', 'I-FLA', 'O', 'B-FLA', 'I-FLA', 'O']"
18934,"['lemonade', 'pink', '12.', 'poppi-orange', 'creme', 'brulee', 'pepper*']","['B-FLA', 'I-FLA', 'O', 'O', 'B-FLA', 'I-FLA', 'O']"
18935,"['apricot', 'chili', 'upsize', 'natural', 'raisin', 'cranberry']","['B-FLA', 'I-FLA', 'O', 'O', 'B-FLA', 'I-FLA']"
18936,"['pomegrate', 'toasted', 'marshmallow', 'xtra', 'rockstar', 'energy', 'brothers']","['O', 'B-FLA', 'I-FLA', 'O', 'B-BRA', 'I-BRA', 'O']"
18937,"['coke20oz', 'dry-ginger', ""barq's"", 'toasted', 'coconut', 'exit', 'tamarindo', 'sussex', 'golden']","['O', 'O', 'B-BRA', 'B-FLA', 'I-FLA', 'O', 'O', 'B-BRA', 'I-BRA']"
18938,"['caffe', 'seagms', 'root', 'beer', 'ginge']","['O', 'O', 'B-FLA', 'I-FLA', 'O']"
18939,"['dr', 'pepper', 'bbc-', 'lemon-lime', '6.75o']","['B-BRA', 'I-BRA', 'O', 'B-FLA', 'O']"
18940,"[""a'&'w"", 'tizer', 'goji', 'raspberry', 'mtn.dew', 'black', 'currant', 'soda*', 'yell.']","['O', 'B-BRA', 'B-FLA', 'I-FLA', 'O', 'B-FLA', 'I-FLA', 'O', 'O']"
18941,"['horseradish', 'gpft', 'vernors', 'bitter', 'neutralizer', 'pizza']","['B-FLA', 'O', 'B-BRA', 'B-FLA', 'I-FLA', 'O']"
18942,"['bw-na-soda', 'coffee', '(various)', 'pine', 'a&w', 'cream', 'soda', 'pineapple', 'roasted', 'bubly', 'drink2']","['O', 'B-FLA', 'I-FLA', 'O', 'B-BRA', 'I-BRA', 'I-BRA', 'B-FLA', 'I-FLA', 'O', 'O']"
18943,"['dlt', 'delaware', 'punch', 'mangosteen', 'peach', 'chry']","['O', 'B-BRA', 'I-BRA', 'B-FLA', 'I-FLA', 'O']"
18944,"['1.25pt', 'burnt', 'sugar', 'spritetropical']","['O', 'B-FLA', 'I-FLA', 'O']"
18945,"['limca', 'peanut', 'butter', 'mys', 'pills', 'sweet', 'potato', 'twisted', 'bvc-mt']","['B-BRA', 'B-FLA', 'I-FLA', 'O', 'O', 'B-FLA', 'I-FLA', 'O', 'O']"
18946,"['nehi', 'mint', 'cooling', '7', 'up', 'sherbet', 'various', 'fitz', '-mist']","['B-BRA', 'B-FLA', 'I-FLA', 'B-BRA', 'I-BRA', 'B-FLA', 'I-FLA', 'O', 'O']"
18947,"['foodworks', 'covid', 'surge', 'carrot', 'canyon', '$diet', 'lymondade']","['O', 'O', 'B-BRA', 'B-FLA', 'O', 'O', 'O']"
18948,"['ca', 'varm', 'frescolita']","['O', 'O', 'B-BRA']"
18949,"['out', 'ibc', 'root', 'beer', 'texas', 'dasani', 'reg20oz', 'glass']","['O', 'B-BRA', 'I-BRA', 'I-BRA', 'O', 'B-BRA', 'O', 'O']"
18950,"['.25', 'tropical', 'punch', ""duke's"", 'macaroon', 'chocolate', 'ksk-fountain', 'china']","['O', 'B-FLA', 'I-FLA', 'B-BRA', 'B-FLA', 'I-FLA', 'O', 'O']"
18951,"['virgil', 'paddle', 'sosyo', 'berry', 'punch', 'bronx', 'canada', 'dry', 'key', 'lime']","['O', 'O', 'B-BRA', 'B-FLA', 'I-FLA', 'O', 'B-BRA', 'I-BRA', 'B-FLA', 'I-FLA']"
18952,"['grapediet', 'inc', 'toffee', 'english', 'vew']","['O', 'O', 'B-FLA', 'I-FLA', 'O']"
18953,"['butterfinger', 'type', 'limca', 'praline']","['B-FLA', 'I-FLA', 'B-BRA', 'B-FLA']"
18954,"['ounces', 'nutmeg', 'popcorn']","['O', 'B-FLA', 'B-FLA']"
18955,"['h2oh', '-poppi', 'sosyo']","['O', 'O', 'B-BRA']"
18956,"['a&w', 'cream', 'soda', 'average']","['B-BRA', 'I-BRA', 'I-BRA', 'O']"
18957,"['ozsprite', 'bli', 'lemongrass', 'orangeade']","['O', 'O', 'B-FLA', 'O']"
18958,"['pak', 'ibar', 'fantas', 'flavore', 'prickly', 'pear', 'bev-mex', 'berghoff']","['O', 'O', 'B-BRA', 'O', 'B-FLA', 'I-FLA', 'O', 'O']"
18959,"['1.49', 'what', 'dasani', 'glazed', 'donut', 'faygo', 'pun']","['O', 'O', 'B-BRA', 'B-FLA', 'I-FLA', 'O', 'O']"
18960,"['lemondade', 'bubly/soda', 'sangria', 'señorial', 'barq', 'pok', '50/50', 'hibiscus', 'can']","['O', 'O', 'B-BRA', 'I-BRA', 'O', 'O', 'B-BRA', 'B-FLA', 'O']"
18961,"['fantas', 'lemonade', 'pink', 'specialty', 'mello', 'yello', 'donut', 'various']","['B-BRA', 'B-FLA', 'I-FLA', 'O', 'B-BRA', 'I-BRA', 'B-FLA', 'I-FLA']"
18962,"['w/coffee', 'sprite', 'lime', 'kaffir', 'berrylemonade', 'powerade', 'cherry', 'berry']","['O', 'B-BRA', 'B-FLA', 'I-FLA', 'O', 'B-BRA', 'B-FLA', 'I-FLA']"
18963,"['aqua', 'mello', 'yello', 'orange', 'cream', 'schueppes', 'bouteille', 'veggi']","['O', 'B-BRA', 'I-BRA', 'B-FLA', 'I-FLA', 'O', 'O', 'O']"
18964,"['artois.', 'happy', 'sidral', 'mundet', 'chili', 'zero20oz', 'mint', 'spring', ""fitz's"", 'smaller']","['O', 'O', 'B-BRA', 'I-BRA', 'B-FLA', 'O', 'B-FLA', 'I-FLA', 'O', 'O']"
18965,"['mellow', 'pepper12oz', 'pepsi', 'root', 'beer', 'hawaiian', 'punch', 'butter', 'toffee']","['O', 'O', 'B-BRA', 'B-FLA', 'I-FLA', 'B-BRA', 'I-BRA', 'B-FLA', 'I-FLA']"
18966,"['20ozdiet', 'punch', 'various', '2.49', 'toffee', 'english', 'birch']","['O', 'B-FLA', 'I-FLA', 'O', 'B-FLA', 'I-FLA', 'O']"
18967,"['white', 'peach', 'upcharge', 'dasani', 'berry', 'mixed', 'btl.soda']","['B-FLA', 'I-FLA', 'O', 'B-BRA', 'B-FLA', 'I-FLA', 'O']"
18968,"['sleek', 'qoo', 'tropical', 'blends', 'fever-free', 'fanta', 'wt', 'alum.']","['O', 'B-BRA', 'B-FLA', 'I-FLA', 'O', 'B-BRA', 'O', 'O']"
18969,"['20.00oz', 'gose', 'mnt.', '20.3oz']","['O', 'O', 'O', 'O']"
18970,"['mtdewict20oz', 'refillable', 'gatorade', 'fruit', 'various', 'bdgport']","['O', 'O', 'B-BRA', 'B-FLA', 'I-FLA', 'O']"
18971,"['lyminade', 'irn-bru', 'flash', 'wire', 'cheerwine', 'ftn']","['O', 'B-BRA', 'O', 'O', 'B-BRA', 'O']"
18972,"['-18oz', 'kickstar', 'freal', 'honeydew', 'grill']","['O', 'O', 'O', 'B-FLA', 'O']"
18973,"['j&o', 'tizer', 'caramel', 'butter', 'drink-pos', 'jones', 'soda', 'black', 'tea', 'cb']","['O', 'B-BRA', 'B-FLA', 'I-FLA', 'O', 'B-BRA', 'I-BRA', 'B-FLA', 'I-FLA', 'O']"
18974,"['cobbler', 'apple', '13', 'pickle']","['B-FLA', 'I-FLA', 'O', 'B-FLA']"
18975,"['truck', 'delaware', 'punch', 'pear', 'cinnamon', 'ale2', 'cake', 'varieties', 'pepperâ®']","['O', 'B-BRA', 'I-BRA', 'B-FLA', 'I-FLA', 'O', 'B-FLA', 'I-FLA', 'O']"
18976,"['$1.99', 'sun', 'drop', ""christopher's"", 'big', 'red', '(soft', 'drink)', 'pina', 'vanilla']","['O', 'B-BRA', 'I-BRA', 'O', 'B-BRA', 'I-BRA', 'I-BRA', 'I-BRA', 'B-FLA', 'I-FLA']"
18977,"['2for$3water/soda', 'wink', 'vanille']","['O', 'B-BRA', 'O']"
18978,"['rockstar', 'energy', 'mango', 'orange', 'dp']","['B-BRA', 'I-BRA', 'B-FLA', 'I-FLA', 'O']"
18979,"['dasani', 'jalapeno', 'crush', 'tomato', 'basil', 'bundaber', 'mx']","['B-BRA', 'B-FLA', 'B-BRA', 'B-FLA', 'I-FLA', 'O', 'O']"
18980,"['sw', '7', 'up', 'cake', 'varieties', ""-barq's"", 'sun', 'drop', 'yuzu', 'nirtro', 'lipton']","['O', 'B-BRA', 'I-BRA', 'B-FLA', 'I-FLA', 'O', 'B-BRA', 'I-BRA', 'B-FLA', 'O', 'O']"
18981,"['-', 'durian', 'halushki', 'text', ""canfield's"", 'diet', 'chocolate', 'fudge', 'lemon', 'zest', 'mountan']","['O', 'B-FLA', 'O', 'O', 'B-BRA', 'I-BRA', 'I-BRA', 'I-BRA', 'B-FLA', 'I-FLA', 'O']"
18982,"['can.', 'staff']","['O', 'O']"
18983,"['midnight', 'bvc-sunkist', ""duke's"", 'up12oz']","['O', 'O', 'B-BRA', 'O']"
18984,"['nex', '34-', 'noni', 'berry', 'sangria', 'señorial', 'yuzu', 'lym']","['O', 'O', 'B-FLA', 'I-FLA', 'B-BRA', 'I-BRA', 'B-FLA', 'O']"
18985,"['dublin', 'sosyo', 'roasted', 'pomagranite', 'cent', 'pocari', 'sweat', 'tutti', 'fruitti', 'fizz', 'pepsi:diet']","['O', 'B-BRA', 'B-FLA', 'O', 'O', 'B-BRA', 'I-BRA', 'B-FLA', 'I-FLA', 'O', 'O']"
18986,"['coke.', 'dragon', 'berry', 'coke16oz']","['O', 'B-FLA', 'I-FLA', 'O']"
18987,"['ps', 'mandarin', 'orange', '99-ond', 'pepper*']","['O', 'B-FLA', 'I-FLA', 'O', 'O']"
18988,"['asado', 'dr', 'pepper', 'rootbeer', 'root', 'beer', '-canada']","['O', 'B-BRA', 'I-BRA', 'O', 'B-FLA', 'I-FLA', 'O']"
18989,"['+++', '591m', 'fanta', 'cokezero', 'islandorange', 'apricot']","['O', 'O', 'B-BRA', 'O', 'O', 'B-FLA']"
18990,"['calssic', 'fazz', 'clove', 'leaf', 'cheerwine']","['O', 'O', 'B-FLA', 'I-FLA', 'B-BRA']"
18991,"['misttwist', 'chocolate', 'dark', 'fanta', 'sasparilla', 'trenta']","['O', 'B-FLA', 'I-FLA', 'B-BRA', 'B-FLA', 'O']"
18992,"['manzanita', 'beat', 'black', 'currant']","['O', 'B-BRA', 'B-FLA', 'I-FLA']"
18993,"['magno', 'french', 'vanilla', '12.5o']","['O', 'B-FLA', 'I-FLA', 'O']"
18994,"['cannette', 'monster', 'energy', '6p', 'take', 'sidral', 'mundet', 'chocolate', 'fudge', 'joia', 'beverages']","['O', 'B-BRA', 'I-BRA', 'O', 'O', 'B-BRA', 'I-BRA', 'B-FLA', 'I-FLA', 'O', 'O']"
18995,"['chocolate', 'pina', 'colada']","['B-FLA', 'B-FLA', 'I-FLA']"
18996,"['china', 'raspberry', 'lemonade', 'meal']","['O', 'B-FLA', 'I-FLA', 'O']"
18997,"['cruch', 'mtdewict20oz', 'fanta', 'to-go', 'cananda', 'vanillia']","['O', 'O', 'B-BRA', 'O', 'O', 'O']"
18998,"['islandorange', 'fresca', '12o', 'zapper', 'soda1']","['O', 'B-BRA', 'O', 'O', 'O']"
18999,"['oregontrail', 'coke/pepsi/dr.', 'barr', '9.3oz', 'bvc-dr', 'inca', 'kola', 'burnt', 'sugar', 'bcv-']","['O', 'O', 'B-BRA', 'O', 'O', 'B-BRA', 'I-BRA', 'B-FLA', 'I-FLA', 'O']"
19000,"['canada', 'dry', 'lemon-lime', 'genuine']","['B-BRA', 'I-BRA', 'B-FLA', 'O']"
19001,"['a&w', 'oaktown', 'sussex', 'golden', 'lemonade', 'raspberry', '4']","['O', 'O', 'B-BRA', 'I-BRA', 'B-FLA', 'I-FLA', 'O']"
19002,"['r', 'voodot', 'anw', 'rasp.']","['O', 'O', 'O', 'O']"
19003,"['cloe', 'mountain', 'dew']","['O', 'B-BRA', 'I-BRA']"
19004,"['jarrito', 'al', 'spring', 'mint', 'kicksta', 'bev.', ""duke's"", 'black', 'raspberry', 'soda/combos']","['O', 'O', 'B-FLA', 'I-FLA', 'O', 'O', 'B-BRA', 'B-FLA', 'I-FLA', 'O']"
19005,"['root-20oz', 'throw', 'af-fountain/can', 'spritetrop', 'large']","['O', 'O', 'O', 'O', 'O']"
19006,"['ct', 'seltzer1', 'qoo', ""chili's"", 'gatrorade', 'mug', 'root', 'beer', 'grab']","['O', 'O', 'B-BRA', 'O', 'O', 'B-BRA', 'I-BRA', 'I-BRA', 'O']"
19007,"['mirinda', 'agave', 'rockstar', 'energy', 't/o', 'cfa']","['B-BRA', 'B-FLA', 'B-BRA', 'I-BRA', 'O', 'O']"
19008,"['5', 'licorice', 'guanabana', '600']","['O', 'B-FLA', 'B-FLA', 'O']"
19009,"['gingersnap', 'fresca', 'paul', 'som', 'pomegranate', 'acai', 'strongest']","['O', 'B-BRA', 'O', 'O', 'B-FLA', 'I-FLA', 'O']"
19010,"['claeys', 'dp', 'sosyo', 'kaffir', 'lime', 'pocari', 'sweat', 'goji', 'raspberry', 'g']","['O', 'O', 'B-BRA', 'B-FLA', 'I-FLA', 'B-BRA', 'I-BRA', 'B-FLA', 'I-FLA', 'O']"
19011,"['fount', 'lift', 'day', 'line']","['O', 'B-BRA', 'O', 'O']"
19012,"['izze', 'delaware', 'punch', 'mtndewks']","['O', 'B-BRA', 'I-BRA', 'O']"
19013,"['mash-u', 'dr.brown', 'pack', 'very', 'px']","['O', 'B-BRA', 'O', 'O', 'O']"
19014,"['canette', 'gatorade', 'fountain/16oz', 'subway']","['O', 'B-BRA', 'O', 'O']"
19015,"['lilt', 'strawberry', 'kiwi', 'root.', 'jones', 'soda', 'lychee', 'ginger', 'oz1', 'six']","['B-BRA', 'B-FLA', 'I-FLA', 'O', 'B-BRA', 'I-BRA', 'B-FLA', 'I-FLA', 'O', 'O']"
19016,"['3.5', '25', 'cobbler', 'apple', 'hawaiian', 'punch']","['O', 'O', 'B-FLA', 'I-FLA', 'B-BRA', 'I-BRA']"
19017,"['sch', 'monster', 'energy', '2@2.00', 'spite', 'julebrus', 'rum', 'butter', 'fresca1', 'n/alc']","['O', 'B-BRA', 'I-BRA', 'O', 'O', 'B-BRA', 'B-FLA', 'I-FLA', 'O', 'O']"
19018,"['dasani', '1/15', 'roasted', 'vainilla']","['B-BRA', 'O', 'B-FLA', 'O']"
19019,"['jarrito', 'grapefruit', 'pineapple', '2-2.79', 'crush', 'caramel', 'vanilla', 'pepsi-diet']","['O', 'B-FLA', 'I-FLA', 'O', 'B-BRA', 'B-FLA', 'I-FLA', 'O']"
19020,"['cola-cola', 'sierra', 'mist', '500ml/med', 'jones', 'soda', 'peach', 'cobbler']","['O', 'B-BRA', 'I-BRA', 'O', 'B-BRA', 'I-BRA', 'B-FLA', 'I-FLA']"
19021,"['a-shock', '2/20ozsoda', 'livewiret', 'sodastream', 'what']","['O', 'O', 'O', 'B-BRA', 'O']"
19022,"['seagms', 'chrry', 'lemonade', '(various)', 'barqs', 'sun', 'drop', 'passion', 'fruit', 'bubblr', 'barqs']","['O', 'O', 'B-FLA', 'I-FLA', 'O', 'B-BRA', 'I-BRA', 'B-FLA', 'I-FLA', 'O', 'O']"
19023,"['rtbr', ""stewart's"", 'fountain', 'classics', 'honeydew', 'watermelon/strawberry', 'powerade', 'menthol', 'february']","['O', 'B-BRA', 'I-BRA', 'I-BRA', 'B-FLA', 'O', 'B-BRA', 'B-FLA', 'O']"
19024,[],[]
19025,"['venom', 'energy', 'cherry', 'pomegranate', 'w-pop', 'rico', 'draft', 'ale']","['B-BRA', 'I-BRA', 'B-FLA', 'I-FLA', 'O', 'O', 'O', 'O']"
19026,"['jalapeno', 'code', 'ozclub', ""stewart's"", 'fountain', 'classics', 'clementine', 'sprk']","['B-FLA', 'O', 'O', 'B-BRA', 'I-BRA', 'I-BRA', 'B-FLA', 'O']"
19027,"['p', 'mashu']","['O', 'O']"
19028,"['rc', 'cola', 'tiramisu', '$6', 'fresca', 'dragon', 'berry', 'bc', 'northwest']","['B-BRA', 'I-BRA', 'B-FLA', 'O', 'B-BRA', 'B-FLA', 'I-FLA', 'O', 'O']"
19029,"['paksprite', 'bvc-fanta', 'hibiscus', 'various', 's+a', 'rum', 'concession']","['O', 'O', 'B-FLA', 'I-FLA', 'O', 'B-FLA', 'O']"
19030,"['regular', 'chocolate', 'toffee', 'hickory', 'blend', '24oz-no']","['O', 'B-FLA', 'I-FLA', 'B-FLA', 'O', 'O']"
19031,"['yuzo', 'vernors', '$2.79', 'bottlefanta']","['O', 'B-BRA', 'O', 'O']"
19032,"['g2', 'tum', 'ibc', 'root', 'beer', 'dun', 'soda1', ""duke's"", 'tequila', 'lime', 'mist1', 'founders']","['O', 'O', 'B-BRA', 'I-BRA', 'I-BRA', 'O', 'O', 'B-BRA', 'B-FLA', 'I-FLA', 'O', 'O']"
19033,"['sprite-20oz', 'lilt']","['O', 'B-BRA']"
19034,"['fantapineapple', '-can', 'moxie', 'cucumber', 'lime', 'pitcher']","['O', 'O', 'B-BRA', 'B-FLA', 'I-FLA', 'O']"
19035,"['$5', 'limca', 'orange', 'cb']","['O', 'B-BRA', 'B-FLA', 'O']"
19036,"['fazz', '13.7oz', '$1.59', 'delaware', 'punch', 'white', 'tea', 'truefruit', '$1.49']","['O', 'O', 'O', 'B-BRA', 'I-BRA', 'B-FLA', 'I-FLA', 'O', 'O']"
19037,"['roasted', 'dew-', 'sun', 'drop']","['B-FLA', 'O', 'B-BRA', 'I-BRA']"
19038,"['nfl', 'bvh-', 'paddle', 'chai', 'tea', 'myn']","['O', 'O', 'O', 'B-FLA', 'I-FLA', 'O']"
19039,"['b2', 'mr', 'tab', 'toffee', 'english', 'pickup', 'groundwork', 'elder', 'flower', 'winter']","['O', 'O', 'B-BRA', 'B-FLA', 'I-FLA', 'O', 'O', 'B-FLA', 'I-FLA', 'O']"
19040,"['wink', 'rum', 'butter', 'enrgy', 'a&w', 'cream', 'soda']","['B-BRA', 'B-FLA', 'I-FLA', 'O', 'B-BRA', 'I-BRA', 'I-BRA']"
19041,"['beer20oz', 'big', 'red', '(soft', 'drink)', 'toffee', 'limited']","['O', 'B-BRA', 'I-BRA', 'I-BRA', 'I-BRA', 'B-FLA', 'O']"
19042,"['world', 'qoo', 'rg', 'irn-bru', 'bw-na-dirty', 'freeze']","['O', 'B-BRA', 'O', 'B-BRA', 'O', 'O']"
19043,"['mint', 'cherry']","['B-FLA', 'I-FLA']"
19044,"['bb', 'moxie', 'coke', 'lemondade', 'pepsi-diet']","['O', 'B-BRA', 'B-BRA', 'O', 'O']"
19045,"['side', 'orangina', 'tropical', 'blends', 'zone', 'pina', 'colada', 'cokeenergyzero']","['O', 'B-BRA', 'B-FLA', 'I-FLA', 'O', 'B-FLA', 'I-FLA', 'O']"
19046,"['bcv-', ""arnold's"", 'marzapan', 'type']","['O', 'O', 'B-FLA', 'I-FLA']"
19047,"['plus', 'coconut', 'cream', 'natures', 'sun', 'drop', 'size']","['O', 'B-FLA', 'I-FLA', 'O', 'B-BRA', 'I-BRA', 'O']"
19048,"['venom', 'energy', '2-z']","['B-BRA', 'I-BRA', 'O']"
19049,"['wht', 'energy2', 'espresso', 'p', '*pepsi', 'orange-vanilla', 'cannette']","['O', 'O', 'B-FLA', 'O', 'O', 'O', 'O']"
